Gene,Screen 1 P value,Screen 2 P value,Fisher P value,Screen 1 log2 Fold Enrichment,Screen 2 log2 Fold Enrichment,Combined log2 Fold Enrichment,Fold Enrichment,Screen 1 'Good' sgRNAs,Screen 2 'Good' sgRNAs
TNFRSF4,0.055779,0.056428,0.021280694618115097,0.54286,0.68808,0.61547,1.5320570280774686,3,2
BTF3,0.091905,0.030754,0.01941411126559374,0.43686,0.79316,0.6150100000000001,1.5315686130822506,2,3
PDE12,0.021194,0.13289,0.019355548841636493,0.74188,0.4876,0.61474,1.5312820072363738,3,2
RNF182,0.037388,0.018971,0.0058525100081339414,0.38367,0.84468,0.614175,1.5306824314990413,4,3
COX5B,0.25514,0.0011942,0.0027715112887490194,0.19961,1.0286,0.614105,1.5306081641259726,3,4
POLR2G,0.31278,0.0076463,0.016826860407448397,0.21782,1.0091,0.6134600000000001,1.5299240128794034,2,3
ATP6V1A,0.10911,0.14627,0.08199522087391137,0.67951,0.54653,0.6130199999999999,1.52945748051861,3,2
GOLGA6L9,0.05347,0.074603,0.026025216260057438,0.40758,0.81845,0.613015,1.5294521798320935,2,2
SLC25A26,0.025265,0.019193,0.004185532315727182,0.34803,0.87643,0.61223,1.528620199860307,4,3
ZC3H7A,0.343,0.0010366,0.0031793030519891826,0.20786,1.016,0.61193,1.5283023652728704,2,4
CYP2W1,0.56008,0.0087437,0.030945704090110174,0.15977,1.0609,0.610335,1.5266136540704174,2,2
ZNF641,0.078353,0.10269,0.04684881583969135,0.59816,0.62245,0.610305,1.5265819093619712,3,2
HADHA,0.44641,0.012243,0.03393639407067821,0.1915,1.0289,0.6102,1.5264708080806524,2,2
FAM25A,0.40732,0.0046329,0.013724168184438761,0.24283,0.97746,0.6101449999999999,1.5264126153983766,2,2
MAFF,0.13311,0.0322,0.027655766561599144,0.42502,0.79245,0.608735,1.5249215238398968,2,3
FAM163B,0.0013745,0.20159,0.0025467435662007956,1.0485,0.16846,0.60848,1.5246520139198985,3,2
PPOX,0.060738,0.030559,0.01352958155743323,0.68287,0.53283,0.60785,1.5239863700738463,3,2
CNTN3,0.14046,0.04046,0.03506573857790937,0.36582,0.84811,0.606965,1.52305178978817,3,2
ZNF714,0.15714,0.031968,0.03161578551683283,0.37822,0.83545,0.606835,1.5229145550943006,2,3
ZFAND2B,0.12857,0.10421,0.07118008875997328,0.56933,0.64419,0.60676,1.5228353868573825,3,2
NOM1,0.033179,0.13074,0.027937237135284884,0.70597,0.50671,0.60634,1.522392120779686,4,2
RBMX,0.17237,0.02329,0.02616586370703148,0.22639,0.98618,0.606285,1.5223340835866292,2,3
TRAPPC4,0.19671,0.13458,0.12261398103540518,0.55954,0.65196,0.60575,1.5217696554034241,3,2
ITPKC,0.064867,0.11421,0.04374793966105348,0.51961,0.68994,0.6047750000000001,1.520741562757118,3,2
RILPL2,0.090745,0.15542,0.0742035744586903,0.52909,0.67983,0.60446,1.520409558219724,3,2
FOLR3,0.23526,0.01005,0.016662249202588745,0.26412,0.94399,0.604055,1.519982801745625,3,3
CYTH3,0.10806,0.03326,0.023823216742301426,0.36701,0.84086,0.603935,1.519856378388274,3,3
EEF2,0.2542,0.010169,0.01798626744498182,0.3572,0.84786,0.60253,1.518376953640446,3,2
MCM2,0.087746,0.09803,0.04950981751035585,0.54888,0.65616,0.60251999999999994,1.5183664290898766,3,2
KIF23,0.11546,0.011717,0.010289123008339512,0.41932,0.78519,0.602255,1.5180875550795223,3,2
CDYL,0.0028925,0.049884,0.0014203406784405533,0.58096,0.61959,0.600275,1.5160055130811334,4,2
DHX30,0.14377,0.071333,0.05722529425366069,0.41771,0.7827,0.600205,1.5159319578193122,3,2
NT5C2,0.12847,0.10821,0.07334197784019028,0.49444,0.7059,0.60017,1.5158951815267263,3,2
TATDN1,0.13064,0.026162,0.02282668070711678,0.37439,0.82425,0.5993200000000001,1.5150023168789304,2,3
NEK3,0.02353,0.20821,0.030956394021158077,0.6303,0.56812,0.59921,1.5148868081282438,4,2
ACTR10,0.07447,0.040626,0.0205749796673325,0.57728,0.62005999999999994,0.59867,1.5143198928921433,3,2
MN1,0.0035776,0.20253,0.0059631715628323855,0.68189,0.51168,0.596785,1.5123426011472085,2,2
ZNF561,0.25995,0.010378,0.01865591655569498,0.075768,1.1125,0.594134,1.5095661731151633,2,3
CCDC84,0.15419,0.048325,0.04395761719521054,0.38286,0.80474,0.5938,1.5092167321531857,3,2
MARK4,0.16658,0.037997,0.03837301299131197,0.349,0.83765,0.593325,1.5087199120171202,2,3
RPS29,0.42828,0.050069,0.10383678009533213,0.33353,0.85212,0.5928249999999999,1.5081971201386475,2,2
COX6B1,0.12402,0.064128,0.046400187992483036,0.57791,0.60763,0.59277,1.5081396240926328,3,2
SNX17,0.043095,0.090314,0.025488508650322112,0.46433,0.71923,0.59178,1.5071050699958188,2,2
SPRR2G,0.42628,0.013523,0.03548690985051844,0.16399,1.0184,0.591195,1.5064940761868728,2,3
RPL36AL,0.095923,0.023222,0.015830710941259502,0.57113,0.61094,0.591035,1.506327009911735,3,2
DPF3,0.13462,0.055697,0.044186264133475775,0.40667,0.77528,0.590975,1.5062643648352165,2,2
OR1F1,0.0093795,0.16017,0.011268483119703635,0.6887,0.49283,0.590765,1.5060451275832811,4,2
TAAR9,0.078788,0.034685,0.0188627311622958,0.46509,0.71629,0.5906899999999999,1.505966836298277,2,3
DUXA,0.18052,0.092175000000000007,0.08479420823440871,0.46368,0.71453,0.589105,1.5043132320045363,3,2
SMARCC1,0.11596,0.049846,0.035567104825316304,0.61302,0.565,0.58901,1.5042141777707152,3,2
BAGE,0.033821,0.0090298,0.0027772480777655227,0.18582,0.99134,0.58858,1.5037659085970838,2,3
RAB10,0.26521,0.051341,0.07211790608306846,0.31061,0.85756,0.584085,1.4990879216818644,2,2
RNF31,0.20916,0.099084,0.10106140286442984,0.40497,0.76122,0.583095,1.4980595768747362,3,2
MRPS26,0.0794,0.083148,0.03974632123107513,0.57492,0.59024,0.58258,1.4975249087882694,3,2
CCDC120,0.027197,0.19864,0.03360791794775416,0.65801,0.50506,0.5815349999999999,1.4964405861432417,3,2
ATP2B1,0.31497000000000003,0.020229,0.038585438785962135,0.3118,0.84941,0.580605,1.495476251171717,2,3
GFRA2,0.090462,0.15905,0.07541261835457372,0.51446,0.64674,0.5806,1.4954710682549628,3,2
GET4,0.10671,0.057082,0.037161967182103434,0.40533,0.75437,0.57985,1.4946938341331546,3,2
IRF4,0.078109,0.0082918,0.005402904312873831,0.19963,0.96001,0.57982,1.494662753171803,2,3
GRSF1,0.084963,0.016793,0.01077554468029866,0.33433,0.82443,0.57938,1.494206973318061,2,3
PRC1,0.033485,0.1939,0.03919713764366713,0.68674,0.47167,0.579205,1.4940257358740252,3,2
LRPPRC,0.47325,0.013328,0.03826127356258324,0.14514,1.011,0.57807,1.4928508151130764,2,3
PPAN,0.27393,0.0070814,0.014054230899009004,0.33114,0.8247,0.57792,1.4926956083817755,2,2
TOMM20,0.45753,0.018859,0.049637316020850475,0.2865,0.869,0.57775,1.492519726926571,2,3
PRR23D1,0.035107,0.071966,0.017637357196186677,0.52834,0.62632,0.57733,1.4920852851143114,4,2
LINGO3,0.012137,0.073826,0.007183926443198643,0.6406,0.51194,0.57627,1.4909893989660763,3,2
NDUFAF4,0.09855,0.16938,0.0850110798883843,0.53599,0.6165,0.576245,1.490963562312481,3,2
TAF1B,0.12783,0.017737,0.016073391232252168,0.33091,0.81938,0.575145,1.4898271926783198,2,2
RAB8B,0.096156,0.062316,0.0366553347586088,0.35774,0.7924,0.57507,1.4897497444775902,2,2
ADTRP,0.25279,0.0013837,0.003133445308161258,0.27718,0.87295,0.5750649999999999,1.4897445814073615,2,4
SPP1,0.30121,0.016586,0.03146969809466136,0.31197,0.83714,0.574555,1.4892180422292352,2,3
DLL1,0.079458,0.1795,0.07488075557770033,0.55781,0.58951,0.5736600000000001,1.4882944674143446,3,2
PPARGC1B,0.092385,0.057748,0.03325579954816776,0.51663,0.63036,0.5734950000000001,1.4881242619738688,3,2
PAXIP1,0.13457,0.11219,0.07840434670351912,0.60512,0.54115,0.573135,1.487752972211173,3,2
TMED10,0.051025,0.06794,0.023103654554606085,0.38771,0.75838,0.573045,1.487660164246009,2,2
SREBF2,0.10387,0.20017,0.10132197870223941,0.57388,0.57003,0.571955,1.486536616217974,3,2
NRN1L,0.095914,0.05649,0.03369022755197692,0.39885,0.74404,0.571445,1.4860112108713617,3,2
ZWILCH,0.088752,0.037313,0.022221927649303586,0.38934,0.75208,0.57071,1.4852543356941434,2,3
OGT,0.093642,0.14942,0.07372756665321459,0.49752,0.64209,0.569805,1.4843229304901324,3,2
CDIPT,0.19448,0.0021191,0.0036242840664275776,0.16412,0.97445,0.569285,1.4837880226838402,2,4
AOC3,0.16566,0.010741,0.013045342953102727,0.14468,0.9935,0.56909,1.4835874819575867,2,3
ATF4,0.11203,0.067292,0.04438575689013749,0.33402,0.8036,0.56881,1.4832995734428418,2,2
NEK2,0.16416,0.024793,0.026471840895273508,0.3844,0.75145,0.567925,1.4823899442189108,2,3
HARS2,0.476,0.0022922,0.008532935442312319,-0.027003,1.1617,0.5673485,1.4817977004993415,2,2
SLC2A1,0.0079529,0.14479,0.008943345995042777,0.88073,0.2525,0.566615,1.4810445112757258,3,2
ZCRB1,0.035033,0.17794,0.03788745543999678,0.51858,0.61196,0.5652699999999999,1.4796644021441134,2,2
RHOT1,0.47791,9.277e-4,0.0038665771842619203,0.26219,0.86793,0.56506,1.4794490365251118,2,2
HSPA8,0.28373,0.089301,0.11846424744917489,0.4285,0.7,0.5642499999999999,1.47861863415926,2,2
GOT2,0.087707,0.11672,0.057141078514699815,0.48401,0.6441,0.564055,1.4784187920994691,2,2
UBE2Z,0.15758,0.08802,0.07320705477802876,0.42754,0.69992,0.56373,1.4780857820192748,3,2
ADAL,0.14687,0.029988,0.028298597364549396,0.3767,0.74951,0.563105,1.4774455888302995,3,3
TCEB3C,0.16545,0.027105,0.028732887046154537,0.20814,0.91654,0.5623400000000001,1.4766623697606693,2,2
SREK1,0.060582,0.082478,0.031474006953162284,0.40765,0.71699,0.56232,1.4766418990153973,2,2
ABCC1,0.47983,0.0068365,0.022043357425950972,0.20431,0.92007,0.56219,1.4765088460881592,2,2
KLF16,0.033714,0.077324,0.018116903251712467,0.63357,0.48999,0.56178,1.4760892961500711,3,2
NDUFS2,0.20112,0.014834,0.02033103305651765,0.15849,0.9626,0.560545,1.474826250123777,2,3
CHGA,0.07439,0.056693,0.02728036337164369,0.48078,0.63992,0.56035,1.4746269206220046,3,2
SSUH2,0.016137,0.077285,0.00958669719180905,0.4607,0.6598,0.56025,1.4745247108151267,4,2
LRRC57,0.17416,0.14866,0.1204917176536459,0.42336,0.69705,0.560205,1.4744787187133461,3,2
PPP6C,0.0078358,0.11312,0.007116222029760481,0.8037,0.31658,0.56014,1.4744122882100223,2,2
ADARB1,0.32336,0.025077,0.04715156924134276,0.1965,0.92293,0.559715,1.4739780086735996,2,3
RPS16,0.047976,0.14283,0.04099904058498277,0.7689,0.34881,0.558855,1.4730996225226995,3,2
RPL4,0.11237,0.0064177,0.0059384777830631275,0.14322,0.97436,0.55879,1.4730332541525577,2,2
TP53INP1,0.1912,0.071971,0.07273888013512204,0.33966,0.77654,0.5581,1.472328912694805,3,2
SNRPD3,0.043817,0.036156,0.01179891384734392,0.36446,0.75154,0.558,1.4722268621681784,2,3
PADI6,0.07292,0.15848,0.06310373446554801,0.69497,0.42047,0.55772,1.4719411583223254,3,2
RASA4,0.15902,0.015531,0.01729717349228315,0.3252,0.7894,0.5573,1.471512706508373,3,2
DDX19A,0.050713,0.12807,0.03920757618806308,0.64522,0.46919,0.557205,1.4714158120846585,3,2
LENG8,0.11571,0.064098,0.04378874329187826,0.58361,0.53024,0.556925,1.4711302656331138,3,2
PRSS8,0.13079,0.029245,0.02511544425464246,0.37006,0.74376,0.55691,1.4711149700656916,2,3
UBAC1,0.18237,0.07563,0.07287508407629342,0.35369,0.75306,0.553375,1.467514745986981,2,2
MRPS21,0.15426,0.086984,0.07126577519669292,0.40271,0.70319,0.55295,1.4670824980813735,3,2
HRCT1,0.14202,0.058809,0.0483187027428746,0.30858,0.7972,0.55289,1.4670214851042798,3,2
MED22,0.24866,0.043393,0.05965984026342621,0.26638,0.83938,0.55288,1.4670113165214593,3,2
ALG2,0.18567,0.062802,0.06356754356955789,0.58509,0.52057,0.5528299999999999,1.4669604746645917,3,2
ABHD2,0.10149,0.020858,0.01515221927883884,0.38194,0.72306,0.5525,1.4666249625977175,3,2
RC3H1,0.0059157,0.11126,0.005480033541680061,0.89159,0.21236,0.551975,1.4660913515419176,3,2
SART1,0.17859,0.017188,0.020830972603358686,0.32306,0.78061,0.5518350000000001,1.4659490880525499,2,2
EMC7,0.47132,0.014384,0.04063515373628003,0.014078,1.0892,0.551639,1.4657499423589724,2,3
ARPC1B,0.1586,0.024217,0.02520370623212552,0.22077,0.88242,0.551595,1.4657052399012962,2,2
CCNK,0.28803,0.04303,0.06681008400761718,0.22787,0.87051,0.54919,1.463263916894298,2,2
KIF11,0.086291,0.094234,0.04726058006740183,0.53005,0.56715,0.5486,1.4626656274574519,3,2
USP17L19,0.24899,0.0027852,0.00573775714994877,0.35699,0.73956,0.548275,1.4623361657376064,3,2
NCAPD2,0.11669,0.064449,0.04429693055572934,0.40816,0.68818,0.54817,1.4622297401205229,3,2
TSFM,0.19833,0.019877,0.025766313549117074,0.29605,0.79946,0.547755,1.4618091813365648,3,3
NDUFA3,0.047299,0.082426,0.02552504502155077,0.58277,0.51268,0.547725,1.4617787841852348,3,2
AKAP9,0.088874,0.1671,0.07736842679710462,0.43925,0.65531,0.54728,1.461327967326078,3,2
GPR157,0.47576,0.034771,0.08439751712392987,0.19542,0.89768,0.54655,1.4605887261558104,2,3
TTC7A,0.12529,0.032621,0.026565739421428307,0.41148,0.68094,0.54621,1.4602445497078946,3,2
NOC2L,0.060617,0.048105,0.019938161659019214,0.38713,0.70404,0.545585,1.4596120839698885,2,2
PSMG3,0.091043,0.050417,0.029302606192763477,0.5151,0.57538,0.54524,1.4592630802309452,2,2
HUS1,0.18882,0.0098129,0.013509322469059443,0.13862,0.95168,0.54515,1.4591720495022928,2,3
TAF12,0.080003,0.17523,0.07384254655878501,0.47169,0.61837,0.54503,1.459050684030763,3,2
ANKRD20A2,0.052906,0.076142,0.0262423797141857,0.34601,0.74358,0.544795,1.4588130392222574,2,2
MGAT2,0.47264,0.035722,0.08579272487247723,0.17027,0.91871,0.54449,1.4585046643159028,2,3
OR4X2,0.20794,0.039658,0.04781285573640421,0.16948,0.91929,0.544385,1.4583985175470846,2,2
XRN2,0.060092,0.0093559,0.004769619989898987,0.46938,0.61731,0.543345,1.4573475761768668,3,2
FOXK2,0.044177,0.093493,0.02680286251185257,0.52198,0.56441,0.543195,1.4571960605991696,3,2
RAD1,0.10298,0.13158,0.0718340125818815,0.46059,0.62555,0.54307,1.4570698096510382,2,2
ZNF28,0.14466,0.13679,0.09741014603907429,0.43105,0.65188,0.541465,1.4554497190466682,3,2
MRPS14,0.055337,0.090501,0.03153425213423552,0.40082,0.68203,0.541425,1.4554093659713152,2,2
DCP2,0.11585,0.20584,0.11294007277621272,0.46369,0.618,0.540845,1.4548243720892051,3,2
C12orf56,0.22967,0.037769,0.04985509501301749,0.2876,0.79311,0.540355,1.4543303363598807,3,2
LRRC30,0.16173,0.14102,0.10903376833025885,0.39222,0.68733,0.539775,1.4537457761878567,2,2
NFATC1,0.25607,0.055273,0.07441727269510927,0.32394,0.75422,0.53908,1.4530456212954768,2,2
SLC5A4,0.17806,0.069951,0.06708014406730296,0.37374,0.70322,0.53848,1.4524414422543093,2,2
DUSP8,0.48008,0.0026511,0.009757567716901555,0.16777,0.90897,0.53837,1.4523307033501038,2,4
LCMT1,0.31548,0.025265,0.046484514016132066,0.15371,0.92242,0.538065,1.4520236987288122,2,2
MRPL44,0.087586,0.041215,0.023912007201094206,0.30375,0.77194,0.537845,1.4518022930613461,3,3
FECH,0.16614,0.15986,0.1229258292854993,0.46597,0.6077,0.536835,1.450786272957008,3,2
MZT1,0.13607,0.038492,0.032744942842005825,0.38147,0.69213,0.5367999999999999,1.4507510770894239,2,2
SF3B5,0.0091083,0.05565,0.004352674761540205,0.38179,0.6912,0.536495,1.450444406381449,2,2
HIST1H2BN,0.070548,0.10593,0.04406496897348573,0.63657,0.43468,0.535625,1.4495699968968088,3,2
GTF2H2,0.27145,0.067093,0.09116492675053316,0.26205,0.80766,0.5348550000000001,1.4487965339983586,2,2
RBM39,0.033477,0.14857,0.031352054532952055,0.863,0.20528,0.53414,1.4480786879939622,3,2
FAM72C,0.46854,0.012269,0.0354040447013325,0.0013938,1.0665,0.5339469,1.4478848803809987,2,3
TWISTNB,0.18003,0.1394,0.11757660537378012,0.50339,0.56293,0.5331600000000001,1.4470953649830682,3,2
CC2D1B,0.1266,0.17737,0.10769977293331846,0.43677,0.62919,0.53298,1.44691482723283,3,2
PDE4B,0.14082,0.076344,0.05948158675434484,0.49228,0.57235,0.532315,1.4462480358405574,3,2
SPRY4,0.11603,0.040261,0.029739967168838893,0.35152,0.71253,0.532025,1.4459573508601742,2,3
RMND1,0.50602,0.0021807,0.008617376534006925,0.23594,0.82796,0.53195,1.4458821832194533,2,4
SPTSSA,0.18962,0.013247,0.017549908409985358,0.14126,0.92187,0.531565,1.4454963841731232,2,3
CHD1,0.070191,0.10461,0.04342498929586176,0.49674,0.56609,0.531415,1.44534610072442,3,2
ATP6V0B,0.024003,0.019915,0.004132891084460258,0.94248,0.11985,0.531165,1.4450956630301568,3,2
C19orf12,0.34506,0.017891,0.037580954986900415,0.23795,0.82328,0.5306150000000001,1.4445448528383162,2,3
KRTAP10-3,0.099571,0.041015,0.026548245540171822,0.43073,0.62998,0.530355,1.4442845429254176,2,2
RPS14,0.43357,0.072287,0.13987113998207984,0.31414,0.74638,0.53026,1.4441894413895304,2,2
ZFP30,0.19574,0.046974,0.0523097823343451,0.35122,0.70834,0.5297799999999999,1.443709024110977,3,2
CHAF1A,0.12099,0.050431,0.03721514271585994,0.4045,0.65495,0.529725,1.443653986503907,3,2
EIF3K,0.29969,0.0045101,0.010281110261238308,0.20549,0.85329,0.52939,1.443318802749668,2,2
DPAGT1,0.10332,0.082506,0.04914222550502114,0.2453,0.81258,0.52894,1.4428686783924152,2,2
CACUL1,0.038096,0.02756,0.008251404158358597,0.31004,0.74712,0.52858,1.4425086799817377,4,2
RPS27A,0.060469,0.079882,0.03059000088938526,0.22249,0.83465,0.52857,1.4424986813081457,2,2
PPIH,0.13173,0.017633,0.016410510235084073,0.49674,0.56024,0.52849,1.442418694414361,3,2
COX4I2,0.16342,0.062496,0.057030792135590466,0.32917,0.72716,0.528165,1.4420937932647897,3,2
ZNF324,0.47124,0.081747,0.16397137168619236,0.24651,0.80982,0.528165,1.4420937932647897,2,2
ATP5B,0.10724,0.076794,0.04775961020382718,0.49395,0.56169,0.52782,1.4417489782750512,3,2
TIMM13,0.10281,0.11298,0.06336725464300026,0.45035,0.60522,0.527785,1.4417140016509442,3,2
CAPZA1,0.033706,0.10578,0.023661818893914954,0.42977,0.62546,0.527615,1.4415441272604959,2,2
TMEM255B,0.14237,0.032917,0.02981995171663047,0.35503,0.69995,0.52749,1.441419232390299,3,3
UBE2QL1,0.1068,0.1731,0.09226315900468951,0.41097,0.64318,0.527075,1.4410046590145051,3,2
MEDAG,0.039542,0.1315,0.032546108777757626,0.70907,0.34288,0.525975,1.4399063666225373,3,2
GDF15,0.080255,0.13992,0.0616401058912418,0.52101,0.53047,0.52574,1.4396718399700315,3,2
ANKMY1,0.27111,0.086728,0.11169085064179723,0.39881,0.65174,0.5252749999999999,1.439207889161123,2,2
XKR8,0.05755,0.0074928,0.0037726247463197005,0.047076,0.99939,0.523233,1.4371722658556099,2,3
TMEM18,0.15475,0.14977,0.11042866710834022,0.43866,0.60745,0.523055,1.4369949581950399,3,2
NUP43,0.02667,0.020564,0.0046663789312912885,0.076146,0.96801,0.522078,1.4360221477515012,2,3
YDJC,0.10706,0.059613,0.03863922308353122,0.35942,0.68447,0.521945,1.435889769018008,3,2
C1orf110,0.12889,0.09649,0.06699733428012869,0.35783,0.68575,0.52179,1.435735508448392,2,2
MFSD12,0.19149,0.038268,0.04335253552467422,0.34483,0.69773,0.52128,1.4352280583767085,2,3
POC1B,0.090558,0.028252,0.017828152320069478,0.17128,0.87102,0.52115,1.4350987370466364,2,3
SPARCL1,0.13661,0.17164,0.11144666805957984,0.44085,0.60023,0.52054,1.4344920771770913,2,2
IRAK1BP1,0.052553,0.055895,0.020063410034356723,0.31596,0.72486,0.52041,1.4343628221626594,3,2
ELOVL4,0.092157,0.11849,0.06024594739032072,0.35892,0.68057,0.519745,1.4337018151944447,2,2
CYCS,0.27081,0.019998,0.03367705945829228,0.363,0.67446,0.5187299999999999,1.4326934970677851,2,2
PTCD1,0.20966,0.065961,0.07303241606826359,0.35393,0.68324,0.518585,1.4325495095223126,3,2
ASCL4,0.40481,0.0042369,0.012637595178207079,-0.055163,1.0918,0.5183185,1.4322849080824789,2,3
ATP5G3,0.20483,0.039528,0.0470919599669785,0.10752,0.92781,0.517665,1.4316362704961716,2,3
DHDH,0.29577,0.087078,0.11999602267063528,0.24677,0.78657,0.51667,1.4306492379330584,2,2
CHORDC1,0.1716,0.087059,0.07774063365935967,0.47554,0.55768,0.51661,1.4305897401411503,3,2
C20orf197,0.1158,0.13406,0.08018779032220955,0.34647,0.68603,0.51625,1.4302328053483344,2,2
OR4C12,0.096054,0.16047,0.07972769721937152,0.42624,0.60615,0.516195,1.4301782814866388,2,2
ANKRD17,0.21219,0.028003,0.03639874325081531,0.30888,0.72142,0.51515,1.4291427229540616,3,3
C7orf66,0.10076,0.1382,0.07344155446256241,0.44567,0.58412,0.514895,1.4288901406834935,3,2
CCDC170,0.093026,0.15766,0.07659115134036007,0.49944,0.52878,0.5141100000000001,1.4281128636985652,3,2
ACAD9,0.12745,0.13094,0.08499431526957706,0.35702,0.67008,0.51355,1.4275586315247786,3,2
MRPL51,0.19663,0.053487,0.05842011272810576,0.20793,0.81896,0.513445,1.4274547369403168,2,2
SCAI,0.33476,0.042109,0.07417298031581067,0.21472,0.81179,0.513255,1.4272667564359187,2,2
NOL10,0.076252,0.1593,0.06572319681590671,0.60375,0.42242,0.513085,1.4270985843366126,3,2
RPL35,0.082458,0.11948,0.0553694141361,0.57669,0.44936,0.5130250000000001,1.4270392342091656,3,2
RIN3,0.10249,0.09654,0.055564765264050756,0.52,0.506,0.513,1.4270145057178787,3,2
EIF3D,0.2769,0.18156,0.20060658727866307,0.4164,0.60784,0.51212,1.4261443357819215,2,2
RPL17-C18orf32,0.18914,0.17242,0.14424367341421715,0.60116,0.42247,0.511815,1.4258428666325713,2,2
ANKRD20A3,0.52791,0.033517,0.08908080463698677,0.23833,0.78383,0.51108,1.4251166372041035,2,3
INTU,0.2251,0.15066,0.1486750442157863,0.37826,0.64297,0.510615,1.4246573769766941,3,2
DNAJC8,0.42356,0.12733,0.21141482008656862,0.35375,0.66568,0.509715,1.423768906614131,2,2
SMG9,0.18411,0.09735,0.09000383626955188,0.30117,0.71789,0.50953,1.423586345259879,3,2
EMG1,0.054684,0.10819,0.03626698432095116,0.45828,0.56076,0.50952,1.423576477745462,2,2
TMED7,0.13794,0.18467,0.11896377362526511,0.47691,0.54077,0.50884,1.422905647197679,3,2
KIAA0368,0.098512,0.16167,0.08185829216689361,0.45455,0.56262,0.5085850000000001,1.4226541672486155,3,2
MIOX,0.37776,0.12241,0.18838252407214376,0.26563,0.75107,0.50835,1.4224224505708838,2,2
METTL17,0.31254,0.098657,0.13811061989203915,0.27665,0.73952,0.508085,1.422161198316086,2,2
SGK494,0.037095,0.063878,0.016693637244058642,0.75357,0.26221,0.50789,1.4219689867365344,3,2
CEP85L,0.2151,0.15137,0.14406620730087893,0.32615,0.68834,0.507245,1.4213333950301394,3,2
RNF111,0.20244,0.07086,0.07522982445816881,0.41777,0.59662,0.5071950000000001,1.4212841362219646,3,2
CDS2,0.090566,0.076048,0.041173118274764525,0.56828,0.44324,0.50576,1.4198711357736296,3,2
MFAP1,0.054216,0.0081147,0.003840230856253292,0.64448,0.36692,0.5057,1.4198120862210677,3,2
NGRN,0.19088,0.025398,0.03068374982172604,0.21076,0.79912,0.50494000000000006,1.4190643377464522,2,3
HMGB1,0.56951,0.025528,0.07605003278469434,0.1369,0.86956,0.50323,1.4173833432087584,2,3
CYP46A1,0.25562,0.036669,0.053145719539636906,0.22809,0.77763,0.50286,1.4170198813690686,3,2
LY6H,0.13948,0.033342,0.029627541325195687,0.34979,0.65513,0.50246,1.416627054494726,2,2
AKAP8,0.12184,0.19703,0.1135357164474343,0.40252,0.60086,0.50169,1.4158711693219241,2,2
SNAPIN,0.39637,0.029774,0.06419468768648641,0.21404,0.78895,0.501495,1.4156798078685116,2,3
GARS,0.032198,0.13572,0.028111701157633277,0.72015,0.28201,0.50108,1.41527263752986,3,2
FAM25C,0.10694,0.096303,0.05742258723491323,0.38067,0.62144,0.501055,1.4152481129363894,3,2
RAD21,0.43184,0.088294,0.16268767075723492,0.27071,0.73136,0.501035,1.4152284935675954,2,2
FHL3,0.29643,0.033734,0.056050640918119676,0.14914,0.85228,0.50071,1.4149097169417468,2,2
RTFDC1,0.071169,0.046924,0.022381303961884685,0.62556,0.37247,0.499015,1.4132483376428524,3,2
COL22A1,0.36072,0.0060538,0.01556281413532201,0.02337,0.97357,0.49847,1.4127145624101936,2,3
TBCC,0.26555,0.039686,0.058517874396123645,0.28668,0.70877,0.497725,1.4119852324961095,2,3
ISCA2,0.13184,0.058942,0.04551709553079654,0.34439,0.65046,0.497425,1.41169164894679,2,2
FAM122A,0.064938,0.18148,0.0641211035839372,0.45724,0.53743,0.49733499999999997,1.4116035857858855,3,2
MPC1L,0.44758,0.026749,0.06495171573452452,0.17654,0.81731,0.496925,1.411202478675291,2,3
LOC389602,0.50557,0.015633,0.04616036020685773,0.16899,0.82356,0.49627499999999997,1.4105668107222247,2,3
FAM89B,0.030766,0.083623,0.017913463507790994,0.60853,0.38351,0.49602,1.4103175115010078,4,2
SPRR2D,0.12198,0.061908,0.044448382302759964,0.22575,0.76545,0.4956,1.4099069970639089,3,2
RPL7L1,0.0043756,0.048325,0.0020006461871633235,0.17909,0.81097,0.49502999999999997,1.40935006144796,2,2
STATH,0.10597,0.19873,0.10235735164111036,0.45357,0.53642,0.49499499999999996,1.4093158708169435,3,2
EXOSC10,0.21073,0.046633,0.05525337324533944,0.33591,0.65313,0.49451999999999996,1.4088519371169113,3,2
ASNA1,0.021618,0.15201,0.022076495050818972,0.48931,0.49852,0.493915,1.4082612532208443,4,2
ZNF563,0.068457,0.18835,0.06899516647755408,0.69626,0.28879,0.492525,1.4069050827227998,3,2
CXorf38,0.30581,0.077612,0.11252122125433346,0.37514,0.60813,0.49163499999999993,1.406037429239113,2,2
POP7,0.044447,0.17448,0.045440329550867395,0.76378,0.21603,0.48990500000000003,1.4043523975172714,3,2
MAOB,0.25548,0.080348,0.10029640636059352,0.25066,0.72892,0.48979,1.4042404583447161,3,2
DAZAP1,0.28013,0.20694,0.22305897548935935,0.37571,0.60216,0.488935,1.403408494652974,2,2
UBE4B,0.21559,0.0387,0.0482769651809126,0.17055,0.80596,0.488255,1.4027471678440888,2,3
OTUD1,0.036339,0.21075,0.044969974268829926,0.33911,0.63585,0.48748,1.401993829765261,2,2
STAMBPL1,0.24082,0.062959,0.07867416187542187,0.31602,0.65894,0.48748,1.401993829765261,3,2
MINOS1,0.20482,0.015594,0.021548048885730316,-0.0078543,0.98184,0.48699285000000003,1.4015205031246394,2,3
